cluster_id,n_patients,log1p_lesion_vol_t0_mm3,log1p_lesion_vol_t1_mm3,delta_lesion_vol_mm3,log1p_new_cons_vol_mm3,intensity_diff_mean,intensity_diff_p95,unc_ens_var_mean_lesion_t1,unc_ens_var_p95_brain_t1,qc_needs_review_rate
0,19,8.054368605788609,8.616921879440119,634.1428139218085,7.329396054738495,0.0720092505216598,0.1876446008682251,0.0640164241194725,2.660609954574511e-09,0.15789473684210525
1,1,10.338501799336637,10.21616930475995,-3557.97360604148,7.961775418320484,0.0836752727627754,0.1951500177383422,0.0354772210121154,0.0006280216039158,1.0
