cluster_id,n_patients,log1p_lesion_vol_t0_mm3,log1p_lesion_vol_t1_mm3,delta_lesion_vol_mm3,log1p_new_cons_vol_mm3,intensity_diff_mean,intensity_diff_p95,unc_ens_var_mean_lesion_t1,qc_needs_review_rate
0,17,8.192751187009302,8.554085726037947,-33.88561152981549,7.315925878696627,0.0712394267320633,0.1861685514450073,0.0640164241194725,0.17647058823529413
1,3,8.054368605788609,10.08146022565528,14357.81959758373,9.489945301555268,0.0891235247254371,0.2220393121242523,0.0195368584245443,0.3333333333333333
